list-d-none,8,4,1,96,1028667,10715
list-d-none,8,16,1,384,312695,814
list-d-none,12,4,1,144,796215,5529
list-il-none,2,2,1,12,219973,18331
list-il-none,2,4,1,24,228751,9531
list-il-none,2,8,1,48,214363,4465
list-il-none,2,16,1,96,245485,2557
list-il-none,2,32,1,192,331418,1726
list-il-none,4,2,1,24,583505,24312
list-il-none,4,8,1,96,207054,2156
list-il-none,4,32,1,384,250625,652
list-il-none,8,2,1,48,330440,6884
list-il-none,8,4,1,96,899102,9365
list-il-none,12,2,1,72,727092,10098
list-il-none,12,4,1,144,1275762,8859
list-il-none,12,32,1,1152,958005,831
list-dl-none,2,2,1,12,242774,20231
list-dl-none,2,4,1,24,253125,10546
list-dl-none,2,8,1,48,237480,4947
list-dl-none,2,16,1,96,206156,2147
list-dl-none,4,4,1,48,206275,4297
list-dl-none,4,8,1,96,245473,2557
list-dl-none,4,32,1,384,281248,732
list-dl-none,8,4,1,96,694697,7236
list-dl-none,8,8,1,192,408159,2125
list-dl-none,12,2,1,72,1042947,14485
list-i-m,12,32,1,1152,748854,650,15194
list-d-m,12,32,1,1152,545825,473,102937
list-il-m,12,32,1,1152,1127396,978,59229
list-dl-m,12,32,1,1152,567834,492,147463
list-i-s,12,32,1,1152,1045358,907
list-d-s,12,32,1,1152,931845,808
list-il-s,12,32,1,1152,1057557,918
list-dl-s,12,32,1,1152,990861,860
list-none-none,1,1000,1,3000,3995398,1331
list-none-m,1,1000,1,3000,4020986,1340,883
list-none-m,2,1000,1,6000,9097047,1516,2251108
list-none-m,4,1000,1,12000,20720844,1726,7784748
list-none-m,8,1000,1,24000,62255952,2593,27277442
list-none-m,12,1000,1,36000,71749282,1993,32701007
list-none-m,16,1000,1,48000,159243319,3317,74875930
list-none-m,24,1000,1,72000,204209227,2836,97503877
list-none-s,1,1000,1,3000,4054911,1351
list-none-s,2,1000,1,6000,9409945,1568
list-none-s,4,1000,1,12000,22933205,1911
list-none-s,8,1000,1,24000,70500531,2937
list-none-s,12,1000,1,36000,91724901,2547
list-none-s,16,1000,1,48000,195589850,4074
list-none-s,24,1000,1,72000,260851668,3622
list-id-none,1,1,4,3,210902,70300
list-id-none,1,2,4,6,195113,32518
list-id-none,1,4,4,12,231727,19310
list-id-none,1,8,4,24,203928,8497
list-id-none,1,16,4,48,253371,5278
list-id-none,4,1,4,12,282953,23579
list-id-none,4,2,4,24,279367,11640
list-id-none,4,4,4,48,284319,5923
list-id-none,8,1,4,24,383599,15983
list-id-none,8,4,4,96,996175,10376
list-id-none,12,1,4,36,984507,27347
list-id-none,12,2,4,72,1350783,18760
list-id-none,12,4,4,144,559873,3888
list-id-none,12,8,4,288,1173632,4075
list-id-none,16,1,4,48,1170281,24380
list-id-none,16,2,4,96,484766,5049
list-id-none,16,4,4,192,443798,2311
list-id-none,16,8,4,384,486947,1268
